geneid                                                       tseintronbegin       tseintronend        
LarabicaLEM1108_LarLEM1108_09_79                             0                    0                   
LarabicaLEM1108_LarLEM1108_09_80                             0                    0                   
LarabicaLEM1108_LarLEM1108_09_81                             0                    0                   
LarabicaLEM1108_LarLEM1108_09_82                             0                    0                   
LarabicaLEM1108_LarLEM1108_09_83                             0                    0                   
LarabicaLEM1108_LarLEM1108_09_84                             0                    0                   
LarabicaLEM1108_LarLEM1108_07_85                             0                    0                   
LarabicaLEM1108_LarLEM1108_06_86                             0                    0                   
LarabicaLEM1108_LarLEM1108_05_87                             0                    0                   
LarabicaLEM1108_LarLEM1108_03_88                             0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_20.1_1                   1518274              1518284             
LbraziliensisMHOMBR75M2903_LbrM2903_35_2                     notfound             notfound            
LbraziliensisMHOMBR75M2903_LbrM2903_35_3                     notfound             notfound            
LbraziliensisMHOMBR75M2903_LbrM2903_33_4                     notfound             notfound            
LbraziliensisMHOMBR75M2903_LbrM2903_24_5                     notfound             notfound            
LbraziliensisMHOMBR75M2903_LbrM2903_20.1_6                   notfound             notfound            
LbraziliensisMHOMBR75M2903_LbrM2903_16_7                     notfound             notfound            
LbraziliensisMHOMBR75M2903_LbrM2903_11_8                     notfound             notfound            
LbraziliensisMHOMBR75M2903_LBRM2903_SCAF000478_9             0                    0                   
LbraziliensisMHOMBR75M2903_LBRM2903_SCAF000478_10            0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_35_11                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_35_12                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_35_13                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_35_14                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_35_15                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_35_16                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_35_17                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_35_18                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_35_19                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_35_20                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_35_21                    562443               562453              
LbraziliensisMHOMBR75M2903_LbrM2903_35_22                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_33_23                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_33_24                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_33_25                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_33_26                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_31_27                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_31_28                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_31_29                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_31_30                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_31_31                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_31_32                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_31_33                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_30_34                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_24_35                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_24_36                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_24_37                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_24_38                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_24_39                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_23_40                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_23_41                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_23_42                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_23_43                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_23_44                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_23_45                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_23_46                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_23_47                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_23_48                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_23_49                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_21_50                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_21_51                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_21_52                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_21_53                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_20.1_54                  0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_20.1_55                  0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_20.1_56                  0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_20.1_57                  0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_20.1_58                  0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_20.1_59                  0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_20.1_60                  0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_20.1_61                  0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_20.1_62                  0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_17_63                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_17_64                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_17_65                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_16_66                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_15_67                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_15_68                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_11_69                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_11_70                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_11_71                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_11_72                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_11_73                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_11_74                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_11_75                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_11_76                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_10_77                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_10_78                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_09_79                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_09_80                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_09_81                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_09_82                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_09_83                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_09_84                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_09_85                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_09_86                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_07_87                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_06_88                    0                    0                   
LbraziliensisMHOMBR75M2903_LbrM2903_05_89                    0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.20.1_1                       1249941              1249951             
LbraziliensisMHOMBR75M2904_LbrM.27_2                         notfound             notfound            
LbraziliensisMHOMBR75M2904_LbrM.24_3                         notfound             notfound            
LbraziliensisMHOMBR75M2904_LbrM.20.1_4                       notfound             notfound            
LbraziliensisMHOMBR75M2904_LbrM.16_5                         notfound             notfound            
LbraziliensisMHOMBR75M2904_LbrM.00_64_603897-607900_6        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.00_64_603897-607900_7        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.00_64_603897-607900_8        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.35_9                         0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.35_10                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.35_11                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.35_12                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.35_13                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.35_14                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.35_15                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.35_16                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.35_17                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.35_18                        512478               512488              
LbraziliensisMHOMBR75M2904_LbrM.35_19                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.35_20                        506085               506095              
LbraziliensisMHOMBR75M2904_LbrM.35_21                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.33_22                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.33_23                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.33_24                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.33_25                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.31_26                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.31_27                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.31_28                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.31_29                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.31_30                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.31_31                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.31_32                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.30_33                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.24_34                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.24_35                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.24_36                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.24_37                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.24_38                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.23_39                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.23_40                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.23_41                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.23_42                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.23_43                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.23_44                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.23_45                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.23_46                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.23_47                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.23_48                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.21_49                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.21_50                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.21_51                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.21_52                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.20.1_53                      0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.20.1_54                      0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.20.1_55                      0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.20.1_56                      0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.20.1_57                      0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.20.1_58                      0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.20.1_59                      0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.20.1_60                      0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.20.1_61                      0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.17_62                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.17_63                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.17_64                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.16_65                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.15_66                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.15_67                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.11_68                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.11_69                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.11_70                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.11_71                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.11_72                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.11_73                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.11_74                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.10_75                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.10_76                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.09_77                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.09_78                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.09_79                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.09_80                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.09_81                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.09_82                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.09_83                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.09_84                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.06_85                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.05_86                        0                    0                   
LbraziliensisMHOMBR75M2904_LbrM.04_87                        0                    0                   
LdonovaniBHU1220_CM002176.1_1                                496058               496048              
LdonovaniBHU1220_CM002176.1_2                                497316               497326              
LdonovaniBHU1220_CM002169.1_3                                notfound             notfound            
LdonovaniBHU1220_CM002163.1_4                                notfound             notfound            
LdonovaniBHU1220_CM002158.1_5                                notfound             notfound            
LdonovaniBHU1220_CM002155.1_6                                notfound             notfound            
LdonovaniBHU1220_CM002153.1_7                                notfound             notfound            
LdonovaniBHU1220_CM002151.1_8                                notfound             notfound            
LdonovaniBHU1220_CM002147.1_9                                notfound             notfound            
LdonovaniBHU1220_CM002142.1_10                               notfound             notfound            
LdonovaniBHU1220_CM002176.1_11                               0                    0                   
LdonovaniBHU1220_CM002176.1_12                               0                    0                   
LdonovaniBHU1220_CM002176.1_13                               0                    0                   
LdonovaniBHU1220_CM002176.1_14                               0                    0                   
LdonovaniBHU1220_CM002176.1_15                               0                    0                   
LdonovaniBHU1220_CM002176.1_16                               0                    0                   
LdonovaniBHU1220_CM002176.1_17                               0                    0                   
LdonovaniBHU1220_CM002176.1_18                               0                    0                   
LdonovaniBHU1220_CM002176.1_19                               0                    0                   
LdonovaniBHU1220_CM002176.1_20                               0                    0                   
LdonovaniBHU1220_CM002176.1_21                               0                    0                   
LdonovaniBHU1220_CM002176.1_22                               0                    0                   
LdonovaniBHU1220_CM002176.1_23                               495658               495648              
LdonovaniBHU1220_CM002174.1_24                               0                    0                   
LdonovaniBHU1220_CM002174.1_25                               1388072              1388082             
LdonovaniBHU1220_CM002174.1_26                               0                    0                   
LdonovaniBHU1220_CM002174.1_27                               0                    0                   
LdonovaniBHU1220_CM002174.1_28                               0                    0                   
LdonovaniBHU1220_CM002174.1_29                               0                    0                   
LdonovaniBHU1220_CM002174.1_30                               0                    0                   
LdonovaniBHU1220_CM002174.1_31                               0                    0                   
LdonovaniBHU1220_CM002174.1_32                               0                    0                   
LdonovaniBHU1220_CM002174.1_33                               0                    0                   
LdonovaniBHU1220_CM002173.1_34                               0                    0                   
LdonovaniBHU1220_CM002173.1_35                               0                    0                   
LdonovaniBHU1220_CM002173.1_36                               0                    0                   
LdonovaniBHU1220_CM002173.1_37                               0                    0                   
LdonovaniBHU1220_CM002171.1_38                               0                    0                   
LdonovaniBHU1220_CM002171.1_39                               0                    0                   
LdonovaniBHU1220_CM002171.1_40                               0                    0                   
LdonovaniBHU1220_CM002171.1_41                               0                    0                   
LdonovaniBHU1220_CM002171.1_42                               0                    0                   
LdonovaniBHU1220_CM002170.1_43                               0                    0                   
LdonovaniBHU1220_CM002169.1_44                               0                    0                   
LdonovaniBHU1220_CM002169.1_45                               0                    0                   
LdonovaniBHU1220_CM002164.1_46                               0                    0                   
LdonovaniBHU1220_CM002164.1_47                               0                    0                   
LdonovaniBHU1220_CM002164.1_48                               0                    0                   
LdonovaniBHU1220_CM002164.1_49                               0                    0                   
LdonovaniBHU1220_CM002164.1_50                               0                    0                   
LdonovaniBHU1220_CM002163.1_51                               0                    0                   
LdonovaniBHU1220_CM002163.1_52                               0                    0                   
LdonovaniBHU1220_CM002163.1_53                               0                    0                   
LdonovaniBHU1220_CM002163.1_54                               0                    0                   
LdonovaniBHU1220_CM002163.1_55                               0                    0                   
LdonovaniBHU1220_CM002163.1_56                               0                    0                   
LdonovaniBHU1220_CM002163.1_57                               0                    0                   
LdonovaniBHU1220_CM002163.1_58                               0                    0                   
LdonovaniBHU1220_CM002163.1_59                               0                    0                   
LdonovaniBHU1220_CM002163.1_60                               0                    0                   
LdonovaniBHU1220_CM002161.1_61                               0                    0                   
LdonovaniBHU1220_CM002161.1_62                               0                    0                   
LdonovaniBHU1220_CM002161.1_63                               0                    0                   
LdonovaniBHU1220_CM002161.1_64                               0                    0                   
LdonovaniBHU1220_CM002157.1_65                               0                    0                   
LdonovaniBHU1220_CM002157.1_66                               0                    0                   
LdonovaniBHU1220_CM002157.1_67                               0                    0                   
LdonovaniBHU1220_CM002156.1_68                               0                    0                   
LdonovaniBHU1220_CM002155.1_69                               0                    0                   
LdonovaniBHU1220_CM002155.1_70                               0                    0                   
LdonovaniBHU1220_CM002151.1_71                               0                    0                   
LdonovaniBHU1220_CM002151.1_72                               0                    0                   
LdonovaniBHU1220_CM002151.1_73                               0                    0                   
LdonovaniBHU1220_CM002151.1_74                               0                    0                   
LdonovaniBHU1220_CM002151.1_75                               0                    0                   
LdonovaniBHU1220_CM002151.1_76                               0                    0                   
LdonovaniBHU1220_CM002151.1_77                               0                    0                   
LdonovaniBHU1220_CM002150.1_78                               0                    0                   
LdonovaniBHU1220_CM002150.1_79                               0                    0                   
LdonovaniBHU1220_CM002150.1_80                               0                    0                   
LdonovaniBHU1220_CM002149.1_81                               0                    0                   
LdonovaniBHU1220_CM002149.1_82                               0                    0                   
LdonovaniBHU1220_CM002149.1_83                               0                    0                   
LdonovaniBHU1220_CM002149.1_84                               0                    0                   
LdonovaniBHU1220_CM002149.1_85                               0                    0                   
LdonovaniBHU1220_CM002149.1_86                               0                    0                   
LdonovaniBHU1220_CM002149.1_87                               0                    0                   
LdonovaniBHU1220_CM002149.1_88                               0                    0                   
LdonovaniBHU1220_CM002149.1_89                               0                    0                   
LdonovaniBHU1220_CM002147.1_90                               0                    0                   
LdonovaniBHU1220_CM002146.1_91                               0                    0                   
LdonovaniBHU1220_CM002145.1_92                               0                    0                   
LdonovaniBHU1220_CM002143.1_93                               0                    0                   
LdonovaniBPK282A1_Ld36_v01s1_1                               496058               496048              
LdonovaniBPK282A1_Ld36_v01s1_2                               497316               497326              
LdonovaniBPK282A1_Ld29_v01s1_3                               notfound             notfound            
LdonovaniBPK282A1_Ld23_v01s1_4                               notfound             notfound            
LdonovaniBPK282A1_Ld18_v01s1_5                               notfound             notfound            
LdonovaniBPK282A1_Ld15_v01s1_6                               notfound             notfound            
LdonovaniBPK282A1_Ld13_v01s1_7                               notfound             notfound            
LdonovaniBPK282A1_Ld07_v01s1_8                               notfound             notfound            
LdonovaniBPK282A1_Ld02_v01s1_9                               notfound             notfound            
LdonovaniBPK282A1_Ld36_v01s1_10                              0                    0                   
LdonovaniBPK282A1_Ld36_v01s1_11                              0                    0                   
LdonovaniBPK282A1_Ld36_v01s1_12                              0                    0                   
LdonovaniBPK282A1_Ld36_v01s1_13                              0                    0                   
LdonovaniBPK282A1_Ld36_v01s1_14                              0                    0                   
LdonovaniBPK282A1_Ld36_v01s1_15                              0                    0                   
LdonovaniBPK282A1_Ld36_v01s1_16                              0                    0                   
LdonovaniBPK282A1_Ld36_v01s1_17                              0                    0                   
LdonovaniBPK282A1_Ld36_v01s1_18                              0                    0                   
LdonovaniBPK282A1_Ld36_v01s1_19                              0                    0                   
LdonovaniBPK282A1_Ld36_v01s1_20                              0                    0                   
LdonovaniBPK282A1_Ld36_v01s1_21                              0                    0                   
LdonovaniBPK282A1_Ld36_v01s1_22                              495658               495648              
LdonovaniBPK282A1_Ld34_v01s1_23                              0                    0                   
LdonovaniBPK282A1_Ld34_v01s1_24                              1388072              1388082             
LdonovaniBPK282A1_Ld34_v01s1_25                              0                    0                   
LdonovaniBPK282A1_Ld34_v01s1_26                              0                    0                   
LdonovaniBPK282A1_Ld34_v01s1_27                              0                    0                   
LdonovaniBPK282A1_Ld34_v01s1_28                              0                    0                   
LdonovaniBPK282A1_Ld34_v01s1_29                              0                    0                   
LdonovaniBPK282A1_Ld34_v01s1_30                              0                    0                   
LdonovaniBPK282A1_Ld34_v01s1_31                              0                    0                   
LdonovaniBPK282A1_Ld34_v01s1_32                              0                    0                   
LdonovaniBPK282A1_Ld33_v01s1_33                              0                    0                   
LdonovaniBPK282A1_Ld33_v01s1_34                              0                    0                   
LdonovaniBPK282A1_Ld33_v01s1_35                              0                    0                   
LdonovaniBPK282A1_Ld33_v01s1_36                              0                    0                   
LdonovaniBPK282A1_Ld31_v01s1_37                              0                    0                   
LdonovaniBPK282A1_Ld31_v01s1_38                              0                    0                   
LdonovaniBPK282A1_Ld31_v01s1_39                              0                    0                   
LdonovaniBPK282A1_Ld31_v01s1_40                              0                    0                   
LdonovaniBPK282A1_Ld31_v01s1_41                              0                    0                   
LdonovaniBPK282A1_Ld30_v01s1_42                              0                    0                   
LdonovaniBPK282A1_Ld29_v01s1_43                              0                    0                   
LdonovaniBPK282A1_Ld29_v01s1_44                              0                    0                   
LdonovaniBPK282A1_Ld24_v01s1_45                              0                    0                   
LdonovaniBPK282A1_Ld24_v01s1_46                              0                    0                   
LdonovaniBPK282A1_Ld24_v01s1_47                              0                    0                   
LdonovaniBPK282A1_Ld24_v01s1_48                              0                    0                   
LdonovaniBPK282A1_Ld24_v01s1_49                              0                    0                   
LdonovaniBPK282A1_Ld23_v01s1_50                              0                    0                   
LdonovaniBPK282A1_Ld23_v01s1_51                              0                    0                   
LdonovaniBPK282A1_Ld23_v01s1_52                              0                    0                   
LdonovaniBPK282A1_Ld23_v01s1_53                              0                    0                   
LdonovaniBPK282A1_Ld23_v01s1_54                              0                    0                   
LdonovaniBPK282A1_Ld23_v01s1_55                              0                    0                   
LdonovaniBPK282A1_Ld23_v01s1_56                              0                    0                   
LdonovaniBPK282A1_Ld23_v01s1_57                              0                    0                   
LdonovaniBPK282A1_Ld23_v01s1_58                              0                    0                   
LdonovaniBPK282A1_Ld23_v01s1_59                              0                    0                   
LdonovaniBPK282A1_Ld21_v01s1_60                              0                    0                   
LdonovaniBPK282A1_Ld21_v01s1_61                              0                    0                   
LdonovaniBPK282A1_Ld21_v01s1_62                              0                    0                   
LdonovaniBPK282A1_Ld21_v01s1_63                              0                    0                   
LdonovaniBPK282A1_Ld17_v01s1_64                              0                    0                   
LdonovaniBPK282A1_Ld17_v01s1_65                              0                    0                   
LdonovaniBPK282A1_Ld17_v01s1_66                              0                    0                   
LdonovaniBPK282A1_Ld16_v01s1_67                              0                    0                   
LdonovaniBPK282A1_Ld15_v01s1_68                              0                    0                   
LdonovaniBPK282A1_Ld15_v01s1_69                              0                    0                   
LdonovaniBPK282A1_Ld11_v01s1_70                              0                    0                   
LdonovaniBPK282A1_Ld11_v01s1_71                              0                    0                   
LdonovaniBPK282A1_Ld11_v01s1_72                              0                    0                   
LdonovaniBPK282A1_Ld11_v01s1_73                              0                    0                   
LdonovaniBPK282A1_Ld11_v01s1_74                              0                    0                   
LdonovaniBPK282A1_Ld11_v01s1_75                              0                    0                   
LdonovaniBPK282A1_Ld11_v01s1_76                              0                    0                   
LdonovaniBPK282A1_Ld11_v01s1_77                              0                    0                   
LdonovaniBPK282A1_Ld11_v01s1_78                              0                    0                   
LdonovaniBPK282A1_Ld10_v01s1_79                              0                    0                   
LdonovaniBPK282A1_Ld10_v01s1_80                              0                    0                   
LdonovaniBPK282A1_Ld10_v01s1_81                              0                    0                   
LdonovaniBPK282A1_Ld09_v01s1_82                              0                    0                   
LdonovaniBPK282A1_Ld09_v01s1_83                              0                    0                   
LdonovaniBPK282A1_Ld09_v01s1_84                              0                    0                   
LdonovaniBPK282A1_Ld09_v01s1_85                              0                    0                   
LdonovaniBPK282A1_Ld09_v01s1_86                              0                    0                   
LdonovaniBPK282A1_Ld09_v01s1_87                              0                    0                   
LdonovaniBPK282A1_Ld09_v01s1_88                              0                    0                   
LdonovaniBPK282A1_Ld09_v01s1_89                              0                    0                   
LdonovaniBPK282A1_Ld09_v01s1_90                              0                    0                   
LdonovaniBPK282A1_Ld07_v01s1_91                              0                    0                   
LdonovaniBPK282A1_Ld06_v01s1_92                              0                    0                   
LdonovaniBPK282A1_Ld05_v01s1_93                              0                    0                   
LdonovaniBPK282A1_Ld03_v01s1_94                              0                    0                   
LenriettiiLEM3045_LenLEM3045_36_1                            466878               466868              
LenriettiiLEM3045_LenLEM3045_36_2                            467183               467193              
LenriettiiLEM3045_LenLEM3045_34_3                            notfound             notfound            
LenriettiiLEM3045_LenLEM3045_16_4                            notfound             notfound            
LenriettiiLEM3045_LenLEM3045_09_5                            notfound             notfound            
LenriettiiLEM3045_LenLEM3045_04_6                            notfound             notfound            
LenriettiiLEM3045_LenLEM3045_02_7                            notfound             notfound            
LenriettiiLEM3045_LenLEM3045_36_8                            0                    0                   
LenriettiiLEM3045_LenLEM3045_36_9                            0                    0                   
LenriettiiLEM3045_LenLEM3045_36_10                           0                    0                   
LenriettiiLEM3045_LenLEM3045_36_11                           0                    0                   
LenriettiiLEM3045_LenLEM3045_36_12                           0                    0                   
LenriettiiLEM3045_LenLEM3045_36_13                           0                    0                   
LenriettiiLEM3045_LenLEM3045_36_14                           0                    0                   
LenriettiiLEM3045_LenLEM3045_36_15                           0                    0                   
LenriettiiLEM3045_LenLEM3045_36_16                           0                    0                   
LenriettiiLEM3045_LenLEM3045_36_17                           0                    0                   
LenriettiiLEM3045_LenLEM3045_34_18                           0                    0                   
LenriettiiLEM3045_LenLEM3045_34_19                           0                    0                   
LenriettiiLEM3045_LenLEM3045_34_20                           0                    0                   
LenriettiiLEM3045_LenLEM3045_34_21                           1211669              1211659             
LenriettiiLEM3045_LenLEM3045_34_22                           0                    0                   
LenriettiiLEM3045_LenLEM3045_34_23                           0                    0                   
LenriettiiLEM3045_LenLEM3045_34_24                           0                    0                   
LenriettiiLEM3045_LenLEM3045_34_25                           0                    0                   
LenriettiiLEM3045_LenLEM3045_34_26                           0                    0                   
LenriettiiLEM3045_LenLEM3045_34_27                           0                    0                   
LenriettiiLEM3045_LenLEM3045_33_28                           0                    0                   
LenriettiiLEM3045_LenLEM3045_33_29                           0                    0                   
LenriettiiLEM3045_LenLEM3045_33_30                           0                    0                   
LenriettiiLEM3045_LenLEM3045_33_31                           0                    0                   
LenriettiiLEM3045_LenLEM3045_31_32                           0                    0                   
LenriettiiLEM3045_LenLEM3045_31_33                           0                    0                   
LenriettiiLEM3045_LenLEM3045_31_34                           0                    0                   
LenriettiiLEM3045_LenLEM3045_31_35                           0                    0                   
LenriettiiLEM3045_LenLEM3045_31_36                           0                    0                   
LenriettiiLEM3045_LenLEM3045_30_37                           0                    0                   
LenriettiiLEM3045_LenLEM3045_29_38                           0                    0                   
LenriettiiLEM3045_LenLEM3045_29_39                           0                    0                   
LenriettiiLEM3045_LenLEM3045_24_40                           0                    0                   
LenriettiiLEM3045_LenLEM3045_24_41                           0                    0                   
LenriettiiLEM3045_LenLEM3045_24_42                           0                    0                   
LenriettiiLEM3045_LenLEM3045_24_43                           0                    0                   
